[null],Version,Operating systems,Office suite,Developer,License,ECMA-376,ISO/IEC 29500:2008,Notes
DataViz Sheet To Go,11.000[12],Palm OS  Windows Mobile  Symbian (UIQ  S80),Documents To Go,DataViz,Proprietary,Yes,[null],[null]
EIOffice Spreadsheet,2009  5.0.1272.101[13],Windows  Linux,EIOffice,Evermore Software,Proprietary,Yes,[null],Import only[13]
Gnumeric,1.8[35],Linux  Unix  Windows,[null],GNOME,GPL,Yes,[null],Incomplete support
Go-oo Calc,3.0.0[14],Windows  Linux  Unix  Mac OS X,Go-oo,Free software community,LGPL  CDDL,Yes,[null],Import only
Google Docs,(current)[15],Web application,Google Docs,Google,Proprietary,Yes,[null],[null]
IBM Lotus Symphony,1.3[16],Windows  Mac OS X  Linux,IBM Lotus Symphony,IBM,Proprietary,Yes,[null],Import only
Kingsoft Office Spreadsheets,2009 [22] 6.3.0.1733,Windows,Kingsoft Office,Kingsoft,Proprietary,Yes,[null],Import only beta support
LibreOffice,All versions,Windows  OS X  Linux  Unix  Android,[null],The Document Foundation,MPL,Yes,Yes,[null]
Microsoft Office Excel,2013  2011 for Mac,Windows  Mac OS X,Microsoft Office,Microsoft,Proprietary,Yes,Yes,[null]
Microsoft Office Mobile Excel Mobile,6.1[23],Windows Mobile,Microsoft Office Mobile,Microsoft,Proprietary,Yes,[null],[null]
Microsoft Works Spreadsheet,9[24],Windows,Microsoft Works,Microsoft,Proprietary,Yes,Yes,[null]
NeoOffice Calc,2.2.5[36],Mac OS X,NeoOffice,Patrick Luby and Edward Peterlin,GPL,Yes,[null],[null]
Numbers,'08[37],Mac OS X,iWork,Apple Inc.,Proprietary,Yes,[null],[null]
ONLYOFFICE,5.2[27],Web Application,ONLYOFFICE,Ascensio System SIA,Proprietary  AGPL,Yes,[null],[null]
OpenOffice.org Calc,3.0,Windows  Linux  Unix  Mac OS X,OpenOffice.org,OpenOffice.org,LGPL,Yes,[null],Import only
Quattro Pro,X4 (2008)[34],Windows,WordPerfect Office,Corel,Proprietary,Yes,[null],Import only
StarOffice Calc,9[30],Windows  Linux  Solaris,StarOffice,Sun Microsystems,Proprietary,Yes,[null],Import only[31]
Thinkfree Office Calc,[33],Windows  Mac OS X  Linux,Thinkfree Office,ThinkFree Corp,Proprietary,Yes,[null],[null]
[null],Version,Operating systems,Office suite,Developer,License,ECMA-376,ISO/IEC 29500:2008,Notes
