XEP,Description,Status,ejabberd,iChat Server,jabberd14,jabberd2,Metronome,Isode M-Link,MongooseIM,Openfire,Prosody,Tigase
0203,Delayed Delivery,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[null],<ref name="openfire-features" />,<ref name="prosody-thorough" />,<ref name="tigase-features" />
0205,Best Practices to Discourage Denial of Service Attacks,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0206,XMPP over BOSH,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0209,Metacontacts,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0212,XMPP Basic Server 2008,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,[null],<ref name="M-Link-features" />,[null],[null],[null],<ref name="tigase-features" />
0214,File Repository and Sharing,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0215,External Service Discovery,[null],<ref name="ejabberd-protocols" /><ref></ref>,<ref name="ejabberd-protocols" />,[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0216,XMPP Intermediate IM Server 2008,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,[null],[null],[null],[null],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0220,Server Dialback,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[null],[null],<ref name="prosody-thorough" />,<ref name="tigase-features" />
XEP,Description,Status,ejabberd,iChat Server,jabberd14,jabberd2,Metronome,Isode M-Link,MongooseIM,Openfire,Prosody,Tigase
0221,Data Forms Media Element,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0223,Persistent Storage of Private Data via PubSub,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,[null],[null],[null],[null],[null],<ref name="tigase-features" />
0225,Component Connections,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0227,Portable Import/Export Format for XMPP-IM Servers (proposed),[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[null],[null],<ref name="prosody-thorough" />,[null]
0230,Service Discovery Notifications,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0232,Software Information,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0233,Use of Domain-Based Service Names in XMPP SASL Negotiation,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0235,OAuth Over XMPP,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0236,Abuse Reporting,Retracted,[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0237,Roster Versioning,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,<ref name="M-Link-features" />,[null],[null],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0238,XMPP Protocol Flows for Inter-Domain Federation,[null],[null],[null],[null],<ref name="jabberd2-features" />,[null],[null],[null],[null],[null],[null]
0241,Encryption of Archived Messages,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0243,XMPP Server Compliance 2009,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,[null],<ref name="M-Link-features" />,[null],[null],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0248,PubSub Collection Nodes,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0252,BOSH Script Syntax,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0253,PubSub Chaining,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,<ref name="tigase-features" />
0254,PubSub Queueing,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0255,Location Query,[null],[null],[null],[null],<ref name="jabberd2-features" />,[null],[null],[null],[null],<ref name="prosody-thorough" />,[null]
0256,Last Activity in Presence,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0257,Client Certificate Management for SASL EXTERNAL,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],Contrib.<ref name="prosody-thorough" />,[null]
0258,Security Labels in XMPP,[null],[null],[null],[null],[null],[null],<ref name="M-Link-features" />,[null],[null],Contrib.<ref name="prosody-thorough" />,[null]
0259,Message Mine-ing,[null],[null],[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],<ref name="prosody-thorough" />,[null]
0268,Incident Handling,[null],[null],[null],[null],[null],<ref name="metronome-features" />,[null],[null],[null],Contrib.<ref></ref>,[null]
0270,XMPP Compliance Suites 2010,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,[null],<ref name="M-Link-features" />,[null],[null],[null],[null]
0273,Stanza Interception and Filtering Technology (SIFT),[null],[null],[null],[null],[null],<ref name="metronome-features" />,[null],[null],[null],Contrib.<ref name="prosody-thorough" />,[null]
0278,Jingle Relay Nodes,[null],<ref name="ejabberd-protocols" />,[null],[null],<ref name="jabberd2-features" />,<ref name="metronome-features" />,[null],[null],[null],[null],[null]
