ADC client,Windows,Linux,OS X,BSD,Haiku
AirDC++,[null],[null],[null],[null],[null]
AirDC++ Web Client,[null],[null],<ref></ref>,[null],[null]
ApexDC++,[null],[null],[null],[null],[null]
DC++,[null],[null],[null],[null],[null]
jucy,[null],[null],[null],[null],[null]
LinuxDC++,[null],[null],[null],[null],[null]
EiskaltDC++,[null],[null],[null],[null],[null]
FlylinkDC++,[null],[null],[null],[null],[null]
RSX++,[null],[null],[null],[null],[null]
TKDC++,[null],[null],[null],[null],[null]
StrongDC++,[null],[null],[null],[null],[null]
ncdc,[null],[null],[null],[null],[null]
ADC client,Windows,Linux,OS X,BSD,Haiku
