File system,Hard links,Symbolic links,Block journaling,Metadata-only journaling,Case-sensitive,Case-preserving,File Change Log,Internal snapshotting / branching,XIP,Filesystem-level encryption,Data deduplication,Data checksums
DECtape,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
BeeGFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Level-D,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
RT-11,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
APFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Version 6 Unix file system (V6FS),[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Version 7 Unix file system (V7FS),[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
exFAT,[null],[null],[null],(with TexFAT only),[null],[null],[null],[null],[null],[null],[null],[null]
FAT12,[null],[null],[null],(with TFAT12 only),[null],(with VFAT LFNs only),[null],[null],[null],(DR-DOS with SECURITY only),[null],[null]
FAT16 / FAT16B / FAT16X,[null],[null],[null],(with TFAT16 only),[null],(with VFAT LFNs only),[null],[null],[null],(DR-DOS with SECURITY only),[null],[null]
FAT32 / FAT32X,[null],[null],?,(with TFAT32 only),[null],(with VFAT LFNs only),[null],[null],[null],[null],[null],[null]
GFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
HPFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
NTFS,[null],</ref> NTFS 3.0 (Windows 2000) and higher can create junctions  which allow entire directories (but not individual files) to be mapped to elsewhere in the directory tree of the same partition (file system). These are implemented through reparse points  which allow the normal process of filename resolution to be extended in a flexible manner.}},[null],(2000),[null],[null],[null],[null],[null],[null],<ref></ref>,[null]
HFS Plus,<ref></ref>,[null],[null],[null],</ref> HFS Plus version 5 optionally supports case-sensitivity. However  since case-sensitivity is fundamentally different from case-insensitivity  a new signature was required so existing HFS Plus utilities would not see case-sensitivity as a file system error that needed to be corrected. Since the new signature is 'HX'  it is often believed this is a new filesystem instead of a simply an upgraded version of HFS Plus.<ref> (hasn't been updated to discuss HFSX)</ref><ref> (Very technical overview of HFS Plus and HFSX.)</ref>}},[null],[null],[null],[null],[null],[null],[null]
FFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
UFS1,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
UFS2,[null],[null],[null],<ref>https://www.mckusick.com/softdep/suj.pdf</ref>,[null],[null],[null],[null],[null],[null],[null],[null]
HAMMER,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
LFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ext,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Xiafs,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ext2,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ext3,[null],[null],(2001),(2001),[null],[null],[null],[null],[null],[null],[null],[null]
ext4,[null],[null],[null],[null],, optional <ref></ref>,[null],[null],[null],[null],, experimental <ref name="note-67"></ref>,[null],[null]
NOVA,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
F2FS,[null],[null],[null],[null],[null],[null],[null],[null],[null],, experimental <ref name="note-68"></ref>,[null],[null]
Lustre,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
NILFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ReiserFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Reiser4,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
OCFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
OCFS2,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
XFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],, experimental <ref></ref>,[null]
JFS,[null],[null],[null],(1990),[null],[null],[null],[null],[null],[null],[null],[null]
QFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
BFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
NSS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
NWFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ODS-2,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ODS-5,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
UDF,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
VxFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Fossil,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ZFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],</ref><ref></ref><ref></ref>}},[null],[null]
Btrfs,[null],[null],[null],[null],[null],[null],[null],[null],[null],, planned  not being developed (Nov  2015)<ref></ref>,[null],[null]
Minix V1,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Minix V2,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Minix V3,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
VMFS2,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
VMFS3,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ReFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
ISO 9660,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Rock Ridge,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Joliet ("CDFS"),[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
SquashFS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
File system,Hard links,Symbolic links,Block journaling,Metadata-only journaling,Case-sensitive,Case-preserving,File Change Log,Internal snapshotting / branching,XIP,Filesystem-level encryption,Data deduplication,Data checksums
