NAME,Export universal DXF,inside AutoCAD application available,Curve recognition,Circle recognition,Arc recognition,Orthogonal line detection,Corner detection,Line connection
Easy Trace,[null],[null],[null],[null],[null],[null],[null],[null]
Graphic Tracer Professional,[null],[null],[null],[null],[null],[null],[null],[null]
Illustrator,[null],[null],[null],[null],[null],[null],[null],[null]
Potrace,[null],[null],[null],[null],[null],[null],[null],[null]
ImageTracer,[null],[null],[null],[null],[null],[null],[null],[null]
Scan2CAD,[null],[null],[null],[null],[null],[null],[null],[null]
WinTopo Pro,[null],[null],[null],[null],[null],[null],[null],[null]
[null],Export universal DXF,inside AutoCAD application available,Curve recognition,Circle recognition,Arc recognition,Orthogonal line detection,Corner detection,Line connection
[added],[added],[added],[added],[added],[added],[added],[added],[added]
