[null],Fills & hatch,Vector combine,Rotate & move,Polylines,Spline curves,Lines to curves cmd. & vice versa,Vector shapes,Font ID & replace
Easy Trace,[null],[null],[null],[null],[null],[null],[null],No
Graphic Tracer Professional,N/A,[null],[null],[null],[null],[null],[null],[null]
Illustrator,[null],[null],[null],[null],[null],[null],[null],No
Potrace,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
ImageTracer,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No
Scan2CAD,[null],[null],[null],[null],[null],[null],[null],No
WinTopo Pro,[null],[null],[null],[null],[null],[null],[null],No
[null],Fills & hatch,Vector combine,Rotate & move,Polylines,Spline curves,Lines to curves cmd. & vice versa,Vector shapes,[null]
[added],[added],[added],[added],[added],[added],[added],[added],[added]
