Software Name,Developer,First public release,Predecessor,Latest Stable version / (Date),Operating system,Price in USD,License,Microsoft Office (.doc  .xls) support,Microsoft Office Open XML support,OpenDocument support,Portable Document Format support
Ability Office,Ability Plus Software,1995,—,6.00,Windows,[null],[null],[null],[null],[null],Export
Apache OpenOffice,Apache Software Foundation,2012 May,OpenOffice.org  <br />StarOffice,[null],Windows  Mac OS  Linux  BSD  Unix  Solaris/Illumos,[null],[null],[null],Import-only,[null],[null]
Breadbox Office,Breadbox Computer Company,1990,—,4.1.3.0,DOS  Windows,[null],[null],[null],[null],[null],[null]
Calligra Suite,KDE,2011,KOffice,[null],Windows  Mac OS  Linux  BSD  Solaris/Illumos,[null],[null],Import,Import,[null],Export<ref name="os">Not included in this office suite  but provided in the Desktop Environment.</ref>
Feng Office Community Edition,Feng Office,2007,—,1.6.1,Fully online,[null],[null],[null],[null],[null],[null]
GobeProductive,Gobe Software,1998,—,3.04 / 2.01,Windows  BeOS,[null],[null],[null],[null],[null],[null]
G Suite (formerly Google Apps for Work),Google,2006,Writely,2014,Fully online,[null],[null],[null],[null],[null],[null]
Google Docs,Google,2006,Writely,2014,Fully online,[null],[null],[null],<ref></ref>,[null],[null]
iWork,Apple Inc.,2005,AppleWorks<ref name="iWork_05"></ref>,Pages 8.0 / Numbers 6.0 / Keynote 9.0.1 (),Mac OS  iOS  online,[null],[null],[null],Import,[null],Export
LibreOffice,The Document Foundation formerly Sun Microsystems and Go-oo,2010 September,OpenOffice.org  Go-oo <br />StarOffice,[null],Windows  Mac OS  Linux  BSD  Unix  Solaris/Illumos,[null],[null],[null],[null],[null],[null]
Lotus SmartSuite,IBM,1992 <ref>Release date of Lotus SmartSuite from http://www.findarticles.com/p/articles/mi_m3563/is_n7_v9/ai_14346979 </ref>,—,9.8,Windows  OS/2,[null],[null],[null],[null],[null],[null]
MarinerPak,Mariner Software,1996,—,10.0,Classic Mac OS  Mac OS X,[null],[null],Import,[null],[null],[null]
Microsoft Office,Microsoft,1990 (Macintosh)  1992 (Windows),Microsoft Word<br />Microsoft Excel<br />Microsoft PowerPoint,2016 (16.0) (Windows) <br />2016 (15.4.0) (Mac OS),Windows  Mac OS,[null],[null],[null],<ref>File format reference for Word 2013  PowerPoint 2013  and Excel 2013</ref>,[null],[null]
Microsoft Works (Discontinued in 2009),Microsoft,1986,—,Discontinued,Windows  Macintosh,Discontinued,[null],[null],[null],[null],[null]
MobiSystems OfficeSuite,MobiSystems,2004,—,Android version: 10.1.16353<ref></ref> iOS version: 6.6<ref></ref> Windows version: 2.95.18960.0<ref></ref>,Android  iOS  Windows<ref></ref>,[null],[null],[null],[null],[null],[null]
NeoOffice,Planamesa Software,2005-06-02,based on OpenOffice.org re-coded for Mac OS,3.2,Mac OS,[null],[null],[null],[null],[null],[null]
StarOffice a.k.a. Oracle Open Office,Sun Microsystems for 10 years  Oracle for 1 year,1995,StarWriter,9.0,Windows  Mac OS  Linux  BSD  Unix  Solaris/Illumos,[null],[null],[null],With free plugins,[null],[null]
SoftMaker Office,SoftMaker,1987 (for DOS)  1994 (for Windows)<ref></ref>,—,2016 (Windows:  <ref></ref> Linux: <ref></ref>) <br /> Office HD for Android:  <br /> Office Mobile for Android:  <ref></ref><br /> 2010 (Windows Mobile  Windows CE) <br /> 2006 (Handheld PC),Windows  Linux  Android  Windows Mobile  Windows CE  Pocket PC),[null],[null],[null],[null],, only ODT export  no Import<ref name="ct">c't 14/2018 https://www.heise.de/ct/ausgabe/2018-14-LibreOffice-6-0-gegen-SoftMaker-Office-2018-fuer-Linux-4084433.html</ref>,Export
OnlyOffice,Ascensio Systems,2010,—,—,Fully online,[null],[null],[null],[null],[null],[null]
TeXmacs,Joris van der Hoeven,1996?,—,2012,Windows  Mac OS  Linux  BSD  Unix,[null],[null],[null],[null],[null],[null]
ThinkFree Office,Haansoft,1998,—,3.5,Mac OS X v10.4  Windows  Linux  Fully online,[null],[null],[null],[null],<ref></ref><ref></ref>,[null]
Tiki Wiki CMS Groupware,Tiki Software Community Association,2002,—,12.2 LTS  9.8 LTS and 6.14 LTS,Fully online,[null],[null],search,search,search,Export and search
WordPerfect Office,Corel,1991,WordPerfect (1982),[null],Windows,[null],[null],[null],[null],[null],Some versions
WPS Office (Kingsoft Office),Kingsoft,1988,—,PC 11.2.0 by April 2019,Windows  Linux  Android  iOS  Mac,[null],License,[null],[null],With free add-in<ref>How to compatible with ODF documents in WPS Office</ref><ref>OpenXML/ODF Translator Add-in for Office</ref>,Export in all versions; Import with subscription only
Zoho Office Suite,Zoho Corp.,2005,—,[null],Fully online,[null],[null],[null],[null],[null],[null]
Software Name,Developer,First public release,Predecessor,Latest Stable version / (Date),Operating system,Price in USD,License,Microsoft Office (.doc  .xls...) support,Microsoft Office Open XML support,OpenDocument Support,Portable Document Format support
