Store,Tracks (million),Geographic restrictions,Purchase Platform,FLAC,ALAC,WAV,AIFF,AAC,MP3,WMA,Vorbis,DRM,Preview (s),Trial,Streaming available
7digital,<ref></ref>,<ref></ref>,Web  Android,[null],[null],[null],[null],kbps}},kbps}},[null],[null],[null],30-60}},[null],[null]
Acoustic Sounds,[null],[null],Web,[null],[null],[null],[null],[null],[null],No}},[null],[null],}},[null],[null]
Amazon Music,<ref></ref>,[null],Web  Android<ref name="amazon.co.uk"></ref>,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],}},[null],[null]
Bandcamp,[null],[null],Web,[null],[null],[null],[null],Yes}},Yes}},No}},[null],[null],Full}},[null],[null]
Beatport,[null],<ref></ref>,Web,[null],[null],[null],[null],[null],kbps}},No}},[null],[null],}},[null],[null]
Bleep.com,?}},[null],Web,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],Full}},[null],[null]
CD Baby,<ref></ref>,[null],Web,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],}},[null],[null]
Classical Archives,[null],[null],Web,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],}},[null],[null]
eMusic,<ref></ref>,<ref></ref>,Web<ref name="Emusic Help"></ref>,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],<ref name="Emusic Help" />}},[null],[null]
Google Play Music,<ref></ref>,<ref></ref>,Web  Android  iOS,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],<ref></ref>}},[null],[null]
HDtracks,?}},<ref></ref>,Web,[null],[null],[null],[null],No}},No}},No}},[null],[null],}},[null],[null]
iTunes Store,<ref name="appl_Appl"></ref>,<ref name="iTunes Store Terms and Conditions"></ref>,Windows  macOS iOS  tvOS,[null],[null],[null],[null],kbps}},No}},No}},[null],[null],<ref name="itunes music"></ref>}},[null],[null]
Jamendo,[null],[null],Web,[null],[null],[null],[null],No}},Yes}},No}},[null],[null],Full}},[null],[null]
Juno Download,?}},<ref></ref>,Web,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],}},[null],[null]
Magnatune,[null],[null],Web,[null],[null],[null],[null],[null],[null],No}},[null],[null],Full}},[null],[null]
MAQAM,[null],[null],Web,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],}},[null],[null]
mora,[null],[null],Web,[null],[null],[null],[null],kbps}},No}},No}},[null],[null],}},[null],[null]
Nimbit,[null],[null],Web,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],Full + Custom}},[null],[null]
NoiseTrade,?}},[null],Web,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],Full}},[null],[null]
ProStudioMasters,[null],[null],Web,[null],[null],[null],[null],[null],[null],No}},[null],[null],}},[null],[null]
Qobuz,<ref name="Qobuz Subscriptions"></ref>,[null],Web  Android  iOS Kindle  Windows 8<ref name="Qobuz About Us"></ref>,[null],[null],[null],[null],kbps}},kbps}},kbps}},[null],[null],30-60}},<ref name="Qobuz Subscriptions" />,[null]
Supraphononline,[null],[null],Web,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],30+30}},[null],[null]
Tidal,<ref></ref>,[null],Web,[null],[null],[null],[null],No}},kbps}},No}},[null],[null],}},[null],[null]
Store,Tracks (million),Geographic restrictions,Purchase Platform,FLAC,ALAC,WAV,AIFF,AAC,MP3,WMA,Vorbis,DRM,Preview (s),Trial,Streaming available
