Implementation,SRP<ref name=srp>RFC 5054</ref>,SRP-DSS<ref name=srp/>,SRP-RSA<ref name=srp/>,PSK-RSA<ref name=psk>RFC 4279</ref>,PSK<ref name=psk/>,DHE-PSK (forward secrecy)<ref name=psk/>,ECDHE-PSK (forward secrecy)<ref name=ecdhepsk>RFC 5489</ref>,KRB5<ref name=Kerberos>RFC 2712</ref>,DH-ANON<ref name=tls/> (insecure),ECDH-ANON<ref name="rfc4492"/> (insecure)
Botan,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
cryptlib,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
GnuTLS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
JSSE,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
LibreSSL,<ref name="libressl_2.0.4"></ref>,<ref name="libressl_2.0.4"/>,<ref name="libressl_2.0.4"/>,[null],[null],[null],[null],[null],[null],[null]
MatrixSSL,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
mbed TLS,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
NSS,<ref name="nss_srp"></ref>,<ref name="nss_srp"/>,<ref name="nss_srp"/>,<ref name="nss_psk"></ref>,<ref name="nss_psk"/>,<ref name="nss_psk"/>,<ref name="nss_psk"/>,[null],<ref></ref>,<ref></ref>
OpenSSL,[null],[null],[null],[null],[null],[null],[null],<ref name="OpenSSL-0.9.7"></ref>,<ref name="OpenSSL-1.0.0"></ref>,<ref name="OpenSSL-1.0.0"/>
RSA BSAFE Micro Edition Suite,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
RSA BSAFE SSL-J,[null],[null],[null],[null],<ref></ref>,[null],[null],[null],[null],[null]
SChannel,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
Secure Transport,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
wolfSSL,[null],[null],[null],[null],[null],[null],<ref name="wolfssl-3.9.0"></ref>,[null],[null],[null]
Erlang/OTP SSL application,[null],[null],[null],[null],[null],[null],[null],[null],[null],[null]
[added],[added],[added],[added],[added],[added],[added],[added],[added],[added],[added]
Implementation,SRP<ref name=srp/>,SRP-DSS<ref name=srp/>,SRP-RSA<ref name=srp/>,PSK-RSA<ref name=psk/>,PSK<ref name=psk/>,DHE-PSK (forward secrecy)<ref name=psk/>,ECDHE-PSK (forward secrecy)<ref name=ecdhepsk/>,KRB5<ref name=Kerberos/>,DH-ANON<ref name=tls/> (insecure),ECDH-ANON<ref name="rfc4492"/> (insecure)
