Client,Website,Initial Release,Current Stable Version,Mod Based On
eDonkey2000,None<ref group="N">Before being sued by RIAA and taken down  the official site was: edonkey2000.com.</ref>,[null],1.4.6 (),-
aMule,http://www.amule.org/,[null],[null],-
eMule,Official,http://www.emule-project.net/,[null],[null]
Osp,http://sourceforge.net/projects/emuleosp/,[null],0.23 (),Official 0.50a
AnalyZZUL,http://forum.emule-project.net/index.php?showtopic=136120,[null],3.0 (),eMule 0.49c ZZUL
beba,http://beba.emulefuture.de/,[null],2.72 (),Official 0.50a
DreaMule,http://www.dreamule.org/,[null],v3.2 (),-
Magic Angel,http://sourceforge.net/projects/magicangel/,[null],4.0 (),eMule 0.50a MorphXT 12.6
Mephisto,http://mephisto.emule-web.de/,[null],3.0 (),eMule 0.50a ScarAngel 4.0
MorphXT,http://emulemorph.sourceforge.net/,[null],[null],Official 0.50a
NeoMule,https://web.archive.org/web/20101203044044/http://www.eselfarm.info/efarm/board.php?boardid=277,[null],[null],Official 0.49b
ScarAngel,http://scarangel.sourceforge.net/,[null],4.2 (),eMule 0.50a Xtreme 8.1
SharkX,http://www.emule-mods.de/?mods=SharkX,[null],<ref></ref> }},eMule 0.49c AcKroNiC 5.4
Sivka,http://sivka.emule-web.de/,[null],<ref></ref> }},Official 0.49b
Spike2,http://www.emule-mods.de/?mods=spike,[null],<ref></ref> }},Official 0.48a
StulleMule,http://stulle.emule-web.de/,[null],7.0 (),eMule 0.50a MorphXT 12.6
Xtreme,http://www.xtreme-mod.net/,[null],[null],Official 0.50a
X-Ray,http://sourceforge.net/projects/x-ray-mule,[null],1.7 (),Official 0.49c
ZZUL,http://forum.emule-project.net/index.php?showforum=75,[null],20090222-2320 (),Official 0.49c
ZZUL BastarD,http://forum.emule-project.net/index.php?showtopic=65063,[null],1.9.10 (),eMule 0.49c ZZUL
eMule Plus,https://web.archive.org/web/20061004200701/http://www.emuleplus.info/,[null],[null],Old official eMule + own code
iMule,www.imule.i2p<ref>http://www.imule.i2p inside the I2P network.</ref>,[null],[null],aMule
JMule,http://www.jmule.org/,[null],[null],-
Jubster,None<ref group="N">The old official site was . It's not accessible now.</ref>,[null],[null],-
LMule,http://lmule.sourceforge.net/,[null],[null],-
Lphant,None<ref group="N">The old official site was lphant.com. It has been acquired by a Cyprus-based company to publish a fake Lphant. See: Lphant#Domain Name Acquisition</ref>,[null],[null],-
MLDonkey,http://mldonkey.sourceforge.net/,[null],[null],-
Morpheus,None<ref group="N">The old official site was http://www.morpheus.com/ . It's not accessible now.</ref>,[null],[null],-
Shareaza,http://shareaza.sourceforge.net/,[null],[null],-
xMule,http://www.xmule.ws/,[null],[null],-
Client,Website,Initial Release,Current Stable Version,Mod Based On
[added],[added],[added],[added],[added]
