Application,bin/cue,Apple disk image,img,ISO image,Nero CD image,Audio file/cue
Alcohol 120%,[null],[null],[null],[null],[null],[null]
CDBurnerXP,<ref name="disk-image-format-support-convert">Unsupported format can be converted to a supported one.</ref>,[null],[null],[null],<ref name="disk-image-format-support-convert" />,[null]
cdrtools,[null],[null],[null],[null],[null],[null]
DeepBurner,[null],[null],[null],[null],[null],[null]
ExpressBurn,[null],[null],[null],[null],[null],[null]
ImgBurn,[null],[null],[null],[null],[null],[null]
InfraRecorder,[null],[null],[null],[null],[null],[null]
K3b,[null],[null],[null],[null],[null],[null]
Libburnia,[null],[null],[null],[null],[null],[null]
Nero Burning ROM,[null],[null],[null],[null],[null],[null]
UltraISO,[null],[null],[null],[null],[null],[null]
X-CD-Roast,[null],[null],[null],[null],[null],[null]
Application,bin/cue,Apple disk image,img,ISO image,Nero CD image,Audio file/cue
