ADC hub,FOSS,Software license,Active,Last Update,Notes
ADCH++,[null],[null],[null],2016-03-08 / 2.12.1,[added]
ADCH++ GUI,[null],[null],[null],[null],[added]
DSHub,[null],[null],[null],2008-10-09 / RC1,[added]
FlexHub,[null],[null],[null],2013-10-20 / 0.2 svn 1469,[added]
Luadch,[null],[null],[null],2019-10-13 / v2.20,[added]
Nexthub,[null],[null],[null],[null],[added]
uhub,[null],[null],[null],2014-10-17 / 0.5.0,In Debian<ref></ref> and OpenWrt<ref></ref>
ErlHub,[null],[null],[null],[null],[added]
Qhub,[null],[null],[null],2006-07-09 / v0.10,[added]
Starlet ADC Hub,[null],[null],[null],[null],[added]
Starhub,[null],[null],[null],[null],[added]
RusHub,[null],[null],[null],2012-07-10 / 2.3.10,[added]
ADC hub,FOSS,Software license,Active,[null],[added]
