ADC client,FOSS,Software license,Active,Last Update
AirDC++,[null],[null],[null],2019
AirDC++ Web Client,[null],[null],[null],2019
ApexDC++,[null],[null],[null],2017
DC++,[null],[null],[null],2018
jucy,[null],[null],[null],2014
LinuxDC++,[null],[null],[null],2011
EiskaltDC++,[null],[null],[null],2015
FlylinkDC++,[null],[null],[null],2017
RSX++,[null],[null],[null],2011
TkDC++,[null],[null],[null],2010
StrongDC++,[null],[null],[null],2010
RevConnect,[null],[null],[null],2007
ncdc,[null],[null],[null],2019
ADC client,FOSS,Software license,Active,[null]
