Name,Parsing algorithm,Input grammar notation,Boolean grammar abilities,Development platform,License
LuZc<ref></ref><ref></ref>,delta chain,modular,Conjunctive  not complimentary,[null],[added]
bnf2xml,Recursive descent (is a text filter output is xml),simple BNF grammar (input matching)  output is xml,?,Beta  and not a full EBNF parser,, GNU GPL
