[null],Creator,Latest stable version,Release date,OS,Software license,Open source,Programming language,Plugin support,Runs on macOS Catalina
Launchy,Josh Karlin,2.5.0,[null],Microsoft Windows  Linux  macOS,GPL,[null],C++ (Qt),Yes|,[added]
