ADC client,GUI,CLI,WebUI,Programming language,Based on
AirDC++,[null],[null],[null],C++,StrongDC++
AirDC++ Web Client,[null],[null],[null],C++  TypeScript,AirDC++
ApexDC++,[null],[null],[null],C++  Lua,StrongDC++
DC++,[null],[null],[null],C++,[null]
Jucy,[null],[null],[null],Java,[null]
LinuxDC++,[null],[null],[null],C++,DC++
EiskaltDC++,[null],[null],[null],C++  Lua,DC++
FlylinkDC++,[null],[null],[null],C++,StrongDC++  DC++  ApexDC speed mode
RSX++,[null],[null],[null],C++  Lua,StrongDC++
TKDC++,[null],[null],[null],C++  Lua,StrongDC++  DC++
StrongDC++,[null],[null],[null],C++,DC++
ncdc,[null],[null],[null],C,[null]
ADC client,GUI,CLI,WebUI,Programming language,Based on
