+ Agent Based Modeling Toolkit Comparison
Platform
Altreva Adaptive Modeler
AgentSheets
AnyLogic
Cougaar
Framsticks
Gama Platform
JADE
MASON
NetLogo
Repast
SARL
Soar
StarLogo
Sugarscape
Swarm
