[null],Version,Operating systems,Office suite,Developer,License,ISO/IEC 26300:2006,Notes
Calligra Sheets,2.4+,Windows  Mac OS X  Linux  Unix-based systems,Calligra Suite,KDE Project,GPL / LGPL,[null],[null]
EditGrid,[null],Any (Web-based),[null],Team and Concepts,Proprietary,[null],[null]
Gnumeric,1.12.5+,Linux  Unix-based systems  Windows,[null],GNOME,GPL,[null],Saves in ODF 1.2
Google Spreadsheets,[null],Any (Web-based),Google Docs & Spreadsheets,Google,Proprietary,[null],[null]
IBM Lotus Symphony,1.0+,Windows  Linux  Mac OS X,IBM Lotus Symphony,IBM,Proprietary,[null],[null]
IBM Workplace Documents,2.5+,Any (Web-based),IBM Workplace Collaboration Services,IBM,Proprietary,[null],no longer being actively marketed
KSpread / KCells,1.4+,Linux  Unix-based systems,KOffice,KDE Project,LGPL,[null],[null]
LibreOffice Calc,3.3.0,Windows  Linux  Unix-based systems  Mac OS X  Solaris,LibreOffice,LibreOffice,LGPL,[null],[added]
Microsoft Office Excel,2007 SP2,Windows,Microsoft Office,Microsoft,Proprietary,(different results in validators),[null]
NeoOffice Calc,1.2,Mac OS X,NeoOffice,Patrick Luby and Edward Peterlin,GPL,[null],Import only
NeoOffice Calc,2.2.5,Mac OS X,NeoOffice,Patrick Luby and Edward Peterlin,GPL,[null],http://neowiki.neooffice.org/index.php/NeoOffice_File_Formats
OpenOffice.org Calc,2.0+,Windows  Linux  Unix-based systems  Mac OS X  Solaris,OpenOffice.org,OpenOffice.org,LGPL,[null],[null]
StarOffice Calc,8,Windows  Linux  Solaris,StarOffice,Sun Microsystems,Proprietary,[null],[null]
Zoho Sheet,2006,Any (Web-based),Standalone,AdventNet,Proprietary,[null],[null]
[null],Version,Operating systems,Office suite,Developer,License,ISO/IEC 26300:2006,Notes
